customer_key,customer_id,full_name,email,address,city,country,store_id,active
438,376,RANDY GAITHER,RANDY.GAITHER@sakilacustomer.org,1618 Olomouc Manor,Kurgan,Russian Federation,1,1
439,311,PAUL TROUT,PAUL.TROUT@sakilacustomer.org,746 Joliet Lane,Kursk,Russian Federation,2,1
440,44,MARIE TURNER,MARIE.TURNER@sakilacustomer.org,1998 Halifax Drive,Lipetsk,Russian Federation,1,1
441,160,ERIN DUNN,ERIN.DUNN@sakilacustomer.org,1623 Baha Blanca Manor,Ljubertsy,Russian Federation,2,1
442,346,ARTHUR SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,1157 Nyeri Loop,Maikop,Russian Federation,1,1
443,46,CATHERINE CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,46 Pjatigorsk Lane,Moscow,Russian Federation,2,1
444,447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,207 Cuernavaca Loop,Nabereznyje Tšelny,Russian Federation,1,1
445,48,ANN EVANS,ANN.EVANS@sakilacustomer.org,909 Garland Manor,Niznekamsk,Russian Federation,1,1
446,191,JEANETTE GREENE,JEANETTE.GREENE@sakilacustomer.org,1077 San Felipe de Puerto Plata Place,Novotšerkassk,Russian Federation,1,1
447,487,HECTOR POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,185 Mannheim Lane,Pjatigorsk,Russian Federation,2,1
448,567,ALFREDO MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,1407 Surakarta Manor,Serpuhov,Russian Federation,2,1
449,127,ELAINE STEVENS,ELAINE.STEVENS@sakilacustomer.org,801 Hagonoy Drive,Smolensk,Russian Federation,2,1
450,428,HERBERT KRUGER,HERBERT.KRUGER@sakilacustomer.org,1823 Hoshiarpur Lane,Syktyvkar,Russian Federation,2,1
451,350,JUAN FRALEY,JUAN.FRALEY@sakilacustomer.org,469 Nakhon Sawan Street,Tšeboksary,Russian Federation,1,1
452,462,WARREN SHERROD,WARREN.SHERROD@sakilacustomer.org,1621 Tongliao Avenue,Usolje-Sibirskoje,Russian Federation,2,1
453,351,JACK FOUST,JACK.FOUST@sakilacustomer.org,1378 Beira Loop,Zeleznogorsk,Russian Federation,1,1
454,326,JOSE ANDREW,JOSE.ANDREW@sakilacustomer.org,1016 Iwakuni Street,Kingstown,Saint Vincent and the Grenadines,1,1
455,101,PEGGY MYERS,PEGGY.MYERS@sakilacustomer.org,733 Mandaluyong Place,Abha,Saudi Arabia,1,1
456,70,CHRISTINA RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,1124 Buenaventura Drive,al-Hawiya,Saudi Arabia,2,1
457,417,TRAVIS ESTEP,TRAVIS.ESTEP@sakilacustomer.org,289 Santo Andr Manor,al-Qatif,Saudi Arabia,1,1
458,49,JOYCE EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,725 Isesaki Place,Jedda,Saudi Arabia,2,1
459,312,MARK RINEHART,MARK.RINEHART@sakilacustomer.org,780 Kimberley Way,Tabuk,Saudi Arabia,2,1
460,456,RONNIE RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,1889 Valparai Way,Ziguinchor,Senegal,2,1
461,357,KEITH RICO,KEITH.RICO@sakilacustomer.org,482 Kowloon and New Kowloon Manor,Bratislava,Slovakia,1,1
462,125,ETHEL WEBB,ETHEL.WEBB@sakilacustomer.org,569 Baicheng Lane,Boksburg,South Africa,1,1
463,132,ESTHER CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,898 Belm Manor,Botshabelo,South Africa,2,1
464,555,DWIGHT LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,1497 Fengshan Drive,Chatsworth,South Africa,1,1
465,471,DEAN SAUER,DEAN.SAUER@sakilacustomer.org,270 Tambaram Parkway,Johannesburg,South Africa,1,1
466,19,RUTH MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,1417 Lancaster Avenue,Kimberley,South Africa,1,1
467,109,EDNA WEST,EDNA.WEST@sakilacustomer.org,682 Junan Way,Klerksdorp,South Africa,2,1
468,432,EDWIN BURK,EDWIN.BURK@sakilacustomer.org,1766 Almirante Brown Street,Newcastle,South Africa,1,1
469,338,DENNIS GILMAN,DENNIS.GILMAN@sakilacustomer.org,1443 Mardan Street,Paarl,South Africa,1,1
470,407,DALE RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,1639 Saarbrcken Drive,Rustenburg,South Africa,1,1
471,145,LUCILLE HOLMES,LUCILLE.HOLMES@sakilacustomer.org,999 Sanaa Loop,Soshanguve,South Africa,1,1
472,83,LOUISE JENKINS,LOUISE.JENKINS@sakilacustomer.org,929 Tallahassee Loop,Springs,South Africa,1,1
473,88,BONNIE HUGHES,BONNIE.HUGHES@sakilacustomer.org,1942 Ciparay Parkway,Cheju,South Korea,2,1
474,99,EMILY DIAZ,EMILY.DIAZ@sakilacustomer.org,588 Vila Velha Manor,Kimchon,South Korea,2,1
475,237,TANYA GILBERT,TANYA.GILBERT@sakilacustomer.org,647 A Corua (La Corua) Street,Naju,South Korea,1,1
476,536,FERNANDO CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,193 Bhusawal Place,Tonghae,South Korea,2,1
477,245,COURTNEY DAY,COURTNEY.DAY@sakilacustomer.org,300 Junan Street,Uijongbu,South Korea,1,1
478,52,JULIE SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,939 Probolinggo Loop,A Coruña (La Coruña),Spain,1,1
479,293,MAE FLETCHER,MAE.FLETCHER@sakilacustomer.org,44 Najafabad Way,Donostia-San Sebastián,Spain,2,1
480,394,CHRIS BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,331 Bydgoszcz Parkway,Gijón,Spain,2,1
481,469,WESLEY BULL,WESLEY.BULL@sakilacustomer.org,1469 Plock Lane,Ourense (Orense),Spain,2,1
482,549,NELSON CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,1764 Jalib al-Shuyukh Parkway,Santiago de Compostela,Spain,1,1
483,408,MANUEL MURRELL,MANUEL.MURRELL@sakilacustomer.org,692 Amroha Drive,Jaffna,Sri Lanka,1,1
484,395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,1152 Citrus Heights Manor,al-Qadarif,Sudan,2,1
485,50,DIANE COLLINS,DIANE.COLLINS@sakilacustomer.org,115 Hidalgo Parkway,Omdurman,Sudan,1,1
486,66,JANICE WARD,JANICE.WARD@sakilacustomer.org,1150 Kimchon Manor,Malmö,Sweden,2,1
487,61,KATHERINE RIVERA,KATHERINE.RIVERA@sakilacustomer.org,915 Ponce Place,Basel,Switzerland,2,1
488,155,GAIL KNIGHT,GAIL.KNIGHT@sakilacustomer.org,185 Novi Sad Place,Bern,Switzerland,1,1
489,598,WADE DELVALLE,WADE.DELVALLE@sakilacustomer.org,1331 Usak Boulevard,Lausanne,Switzerland,1,1
490,75,TAMMY SANDERS,TAMMY.SANDERS@sakilacustomer.org,1551 Rampur Lane,Changhwa,Taiwan,2,1
491,73,BEVERLY BROOKS,BEVERLY.BROOKS@sakilacustomer.org,1947 Poos de Caldas Boulevard,Chiayi,Taiwan,2,1
492,517,BRAD MCCURDY,BRAD.MCCURDY@sakilacustomer.org,608 Birgunj Parkway,Chungho,Taiwan,2,1
493,576,MORRIS MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,1568 Celaya Parkway,Fengshan,Taiwan,2,1
494,348,ROGER QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,381 Kabul Way,Hsichuh,Taiwan,2,1
495,30,MELISSA KING,MELISSA.KING@sakilacustomer.org,1668 Anpolis Street,Lungtan,Taiwan,1,1
496,5,ELIZABETH BROWN,ELIZABETH.BROWN@sakilacustomer.org,53 Idfu Parkway,Nantou,Taiwan,1,1
497,577,CLIFTON MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,1489 Kakamigahara Lane,Tanshui,Taiwan,2,1
498,139,AMBER DIXON,AMBER.DIXON@sakilacustomer.org,1029 Dzerzinsk Manor,Touliu,Taiwan,1,1
499,586,KIRK STCLAIR,KIRK.STCLAIR@sakilacustomer.org,1923 Stara Zagora Lane,Tsaotun,Taiwan,1,1
500,481,HERMAN DEVORE,HERMAN.DEVORE@sakilacustomer.org,64 Korla Street,Mwanza,Tanzania,1,1
501,190,YOLANDA WEAVER,YOLANDA.WEAVER@sakilacustomer.org,605 Rio Claro Parkway,Tabora,Tanzania,2,1
502,220,CHARLENE ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1842 Luzinia Boulevard,Zanzibar,Tanzania,2,1
503,390,SHAWN HEATON,SHAWN.HEATON@sakilacustomer.org,1337 Mit Ghamr Avenue,Nakhon Sawan,Thailand,1,1
504,42,CAROLYN PEREZ,CAROLYN.PEREZ@sakilacustomer.org,1632 Bislig Avenue,Pak Kret,Thailand,2,1
505,86,JACQUELINE LONG,JACQUELINE.LONG@sakilacustomer.org,870 Ashqelon Loop,Songkhla,Thailand,2,1
506,344,HENRY BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,1516 Escobar Drive,Nuku´alofa,Tonga,1,1
507,335,GREGORY MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,507 Smolensk Loop,Sousse,Tunisia,1,1
508,327,LARRY THRASHER,LARRY.THRASHER@sakilacustomer.org,663 Baha Blanca Parkway,Adana,Turkey,2,1
509,366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,1912 Emeishan Drive,Balikesir,Turkey,1,1
510,172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,29 Pyongyang Loop,Batman,Turkey,1,1
511,483,VERNON CHAPA,VERNON.CHAPA@sakilacustomer.org,698 Jelets Boulevard,Denizli,Turkey,2,1
512,507,EDGAR RHOADS,EDGAR.RHOADS@sakilacustomer.org,1269 Ipoh Avenue,Eskisehir,Turkey,2,1
513,480,COREY HAUSER,COREY.HAUSER@sakilacustomer.org,984 Novoterkassk Loop,Gaziantep,Turkey,1,1
514,278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,457 Tongliao Loop,Inegöl,Turkey,2,1
515,143,LESLIE GORDON,LESLIE.GORDON@sakilacustomer.org,374 Bat Yam Boulevard,Kilis,Turkey,1,1
516,124,SHEILA WELLS,SHEILA.WELLS@sakilacustomer.org,848 Tafuna Manor,Kütahya,Turkey,1,0
517,13,KAREN JACKSON,KAREN.JACKSON@sakilacustomer.org,270 Amroha Parkway,Osmaniye,Turkey,2,1
518,518,GABRIEL HARDER,GABRIEL.HARDER@sakilacustomer.org,680 A Corua (La Corua) Manor,Sivas,Turkey,1,1
519,493,BRENT HARKINS,BRENT.HARKINS@sakilacustomer.org,319 Plock Parkway,Sultanbeyli,Turkey,1,1
520,164,JOANN GARDNER,JOANN.GARDNER@sakilacustomer.org,842 Salzburg Lane,Tarsus,Turkey,2,1
521,566,CASEY MENA,CASEY.MENA@sakilacustomer.org,539 Hami Way,Tokat,Turkey,1,1
522,204,ROSEMARY SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,1215 Pyongyang Parkway,Usak,Turkey,1,1
523,200,JEANNE LAWSON,JEANNE.LAWSON@sakilacustomer.org,387 Mwene-Ditu Drive,Ashgabat,Turkmenistan,2,1
524,105,DAWN SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,454 Nakhon Sawan Boulevard,Funafuti,Tuvalu,1,1
525,386,TODD TAN,TODD.TAN@sakilacustomer.org,1793 Meixian Place,Kamjanets-Podilskyi,Ukraine,1,1
526,545,JULIO NOLAND,JULIO.NOLAND@sakilacustomer.org,182 Nuku´alofa Drive,Konotop,Ukraine,2,1
527,131,MONICA HICKS,MONICA.HICKS@sakilacustomer.org,1752 So Leopoldo Parkway,Mukatševe,Ukraine,2,1
528,475,PEDRO CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,421 Yaound Street,Šostka,Ukraine,2,1
529,82,KATHRYN COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,927 Baha Blanca Parkway,Simferopol,Ukraine,1,1
530,187,BRITTANY RILEY,BRITTANY.RILEY@sakilacustomer.org,140 Chiayi Parkway,Sumy,Ukraine,2,1
531,452,TOM MILNER,TOM.MILNER@sakilacustomer.org,535 Ahmadnagar Manor,Abu Dhabi,United Arab Emirates,1,1
532,98,LILLIAN GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,669 Firozabad Loop,al-Ayn,United Arab Emirates,1,1
533,292,MISTY LAMBERT,MISTY.LAMBERT@sakilacustomer.org,1192 Tongliao Street,Sharja,United Arab Emirates,2,1
534,85,ANNE POWELL,ANNE.POWELL@sakilacustomer.org,1557 Ktahya Boulevard,Bradford,United Kingdom,2,1
535,142,APRIL BURNS,APRIL.BURNS@sakilacustomer.org,483 Ljubertsy Parkway,Dundee,United Kingdom,1,1
536,252,MATTIE HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,1497 Yuzhou Drive,London,United Kingdom,2,1
537,512,CECIL VINES,CECIL.VINES@sakilacustomer.org,548 Uruapan Street,London,United Kingdom,1,1
538,583,MARSHALL THORN,MARSHALL.THORN@sakilacustomer.org,1584 Ljubertsy Lane,Southampton,United Kingdom,1,1
539,16,SANDRA MARTIN,SANDRA.MARTIN@sakilacustomer.org,360 Toulouse Parkway,Southend-on-Sea,United Kingdom,2,0
540,556,ARMANDO GRUBER,ARMANDO.GRUBER@sakilacustomer.org,869 Shikarpur Way,Southport,United Kingdom,2,1
541,477,DAN PAINE,DAN.PAINE@sakilacustomer.org,808 Naala-Porto Parkway,Stockport,United Kingdom,1,1
542,497,GILBERT SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,1515 Korla Way,York,United Kingdom,2,1
543,479,ZACHARY HITE,ZACHARY.HITE@sakilacustomer.org,98 Pyongyang Boulevard,Akron,United States,1,1
544,305,RICHARD MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,913 Coacalco de Berriozbal Loop,Arlington,United States,1,1
545,96,DIANA ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,1308 Arecibo Way,Augusta-Richmond County,United States,1,1
546,330,SCOTT SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,587 Benguela Manor,Aurora,United States,1,1
547,537,CLINTON BUFORD,CLINTON.BUFORD@sakilacustomer.org,43 Vilnius Manor,Aurora,United States,2,1
548,212,WILMA RICHARDS,WILMA.RICHARDS@sakilacustomer.org,660 Jedda Boulevard,Bellevue,United States,2,1
549,149,VALERIE BLACK,VALERIE.BLACK@sakilacustomer.org,782 Mosul Street,Brockton,United States,1,1
550,526,KARL SEAL,KARL.SEAL@sakilacustomer.org,1427 Tabuk Place,Cape Coral,United States,2,1
551,14,BETTY WHITE,BETTY.WHITE@sakilacustomer.org,770 Bydgoszcz Avenue,Citrus Heights,United States,2,1
552,140,EVA RAMOS,EVA.RAMOS@sakilacustomer.org,1666 Beni-Mellal Place,Clarksville,United States,1,1
553,182,RENEE LANE,RENEE.LANE@sakilacustomer.org,533 al-Ayn Boulevard,Compton,United States,1,1
554,400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,530 Lausanne Lane,Dallas,United States,2,1
555,294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,32 Pudukkottai Lane,Dayton,United States,2,1
556,420,JACOB LANCE,JACOB.LANCE@sakilacustomer.org,1866 al-Qatif Avenue,El Monte,United States,1,1
557,51,ALICE STEWART,ALICE.STEWART@sakilacustomer.org,1135 Izumisano Parkway,Fontana,United States,1,1
558,593,RENE MCALISTER,RENE.MCALISTER@sakilacustomer.org,1895 Zhezqazghan Drive,Garden Grove,United States,2,1
559,561,IAN STILL,IAN.STILL@sakilacustomer.org,1894 Boa Vista Way,Garland,United States,2,1
560,118,KIM CRUZ,KIM.CRUZ@sakilacustomer.org,333 Goinia Way,Grand Prairie,United States,1,1
561,158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,369 Papeete Way,Greensboro,United States,1,1
562,504,NATHANIEL ADAM,NATHANIEL.ADAM@sakilacustomer.org,786 Matsue Way,Joliet,United States,1,1
563,308,THOMAS GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,1191 Sungai Petani Boulevard,Kansas City,United States,1,1
564,112,ROSA REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,793 Cam Ranh Avenue,Lancaster,United States,2,1
565,6,JENNIFER DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1795 Santiago de Compostela Way,Laredo,United States,2,1
566,63,ASHLEY RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,1214 Hanoi Way,Lincoln,United States,1,1
567,382,VICTOR BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,401 Sucre Boulevard,Manchester,United States,2,1
568,181,ANA BRADLEY,ANA.BRADLEY@sakilacustomer.org,682 Garden Grove Place,Memphis,United States,2,1
569,275,CAROLE BARNETT,CAROLE.BARNETT@sakilacustomer.org,1980 Kamjanets-Podilskyi Street,Peoria,United States,2,1
570,291,TONI HOLT,TONI.HOLT@sakilacustomer.org,1936 Cuman Avenue,Roanoke,United States,1,1
571,457,BILL GAVIN,BILL.GAVIN@sakilacustomer.org,1485 Bratislava Place,Rockford,United States,2,1
572,62,JOAN COOPER,JOAN.COOPER@sakilacustomer.org,1717 Guadalajara Lane,Saint Louis,United States,1,1
573,269,CASSANDRA WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,920 Kumbakonam Loop,Salinas,United States,1,1
574,2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1121 Loja Avenue,San Bernardino,United States,1,1
575,146,JAMIE RICE,JAMIE.RICE@sakilacustomer.org,879 Newcastle Way,Sterling Heights,United States,1,1
576,214,KRISTIN JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,226 Brest Manor,Sunnyvale,United States,1,1
577,248,CAROLINE BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,1309 Weifang Street,Tallahassee,United States,1,1
578,276,BRANDY GRAVES,BRANDY.GRAVES@sakilacustomer.org,1944 Bamenda Way,Warren,United States,1,1
579,568,ALBERTO HENNING,ALBERTO.HENNING@sakilacustomer.org,502 Mandi Bahauddin Parkway,Barcelona,Venezuela,2,1
580,111,CARMEN OWENS,CARMEN.OWENS@sakilacustomer.org,1378 Alvorada Avenue,Caracas,Venezuela,1,1
581,113,CINDY FISHER,CINDY.FISHER@sakilacustomer.org,1079 Tel Aviv-Jaffa Boulevard,Cumaná,Venezuela,2,1
582,453,CALVIN MARTEL,CALVIN.MARTEL@sakilacustomer.org,138 Caracas Boulevard,Maracaíbo,Venezuela,1,1
583,174,YVONNE WATKINS,YVONNE.WATKINS@sakilacustomer.org,1848 Salala Boulevard,Ocumare del Tuy,Venezuela,2,1
584,539,MATHEW BOLIN,MATHEW.BOLIN@sakilacustomer.org,163 Augusta-Richmond County Loop,Valencia,Venezuela,1,1
585,290,KRISTINA CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,544 Tarsus Boulevard,Valle de la Pascua,Venezuela,1,1
586,532,NEIL RENNER,NEIL.RENNER@sakilacustomer.org,1817 Livorno Way,Cam Ranh,Vietnam,2,1
587,199,BETH FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1149 A Corua (La Corua) Boulevard,Haiphong,Vietnam,2,1
588,340,PATRICK NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,68 Ponce Parkway,Hanoi,Vietnam,1,1
589,472,GREG ROBINS,GREG.ROBINS@sakilacustomer.org,1786 Salinas Place,Nam Dinh,Vietnam,1,1
590,520,MITCHELL WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,617 Klerksdorp Place,Nha Trang,Vietnam,2,1
591,523,HARVEY GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,600 Purnea (Purnia) Avenue,Vinh,Vietnam,1,1
592,406,NATHAN RUNYON,NATHAN.RUNYON@sakilacustomer.org,264 Bhimavaram Manor,Charlotte Amalie,"Virgin Islands, U.S.",1,0
593,210,ELLA OLIVER,ELLA.OLIVER@sakilacustomer.org,751 Lima Loop,Aden,Yemen,2,1
594,470,GORDON ALLARD,GORDON.ALLARD@sakilacustomer.org,434 Ourense (Orense) Manor,Hodeida,Yemen,1,1
595,303,WILLIAM SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,687 Alessandria Parkway,Sanaa,Yemen,2,1
596,213,GINA WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1001 Miyakonojo Lane,Taizz,Yemen,1,1
597,7,MARIA MILLER,MARIA.MILLER@sakilacustomer.org,900 Santiago de Compostela Parkway,Kragujevac,Yugoslavia,1,1
598,553,MAX PITT,MAX.PITT@sakilacustomer.org,1917 Kumbakonam Parkway,Novi Sad,Yugoslavia,1,1
599,438,BARRY LOVELACE,BARRY.LOVELACE@sakilacustomer.org,1836 Korla Parkway,Kitwe,Zambia,1,1
